
OccupationCode|ExperienceLevel
47-2041.00|Over 1 year, up to and including 2 years
47-2041.00|Over 2 years, up to and including 4 years
47-2041.00|Over 3 months, up to and including 6 months
47-2041.00|Over 4 years, up to and including 6 years
47-2041.00|Over 6 months, up to and including 1 year
47-2042.00|None
47-2042.00|Over 1 year, up to and including 2 years
47-2042.00|Over 4 years, up to and including 6 years
47-2043.00|None
47-2043.00|Over 1 year, up to and including 2 years
47-2043.00|Over 10 years
47-2043.00|Over 2 years, up to and including 4 years
47-2043.00|Over 4 years, up to and including 6 years
47-2043.00|Over 6 months, up to and including 1 year
47-2044.00|None
47-2044.00|Over 1 month, up to and including 3 months
47-2044.00|Over 1 year, up to and including 2 years
47-2044.00|Over 2 years, up to and including 4 years
47-2044.00|Over 4 years, up to and including 6 years
47-2044.00|Over 6 months, up to and including 1 year
47-2051.00|None
47-2051.00|Over 1 month, up to and including 3 months
47-2051.00|Over 1 year, up to and including 2 years
47-2051.00|Over 6 months, up to and including 1 year
47-2051.00|Up to and including 1 month
47-2053.00|None
47-2053.00|Over 1 year, up to and including 2 years
47-2053.00|Over 2 years, up to and including 4 years
47-2053.00|Over 6 months, up to and including 1 year
47-2053.00|Over 8 years, up to and including 10 years
47-2061.00|Over 1 year, up to and including 2 years
47-2061.00|Over 6 months, up to and including 1 year
47-2071.00|None
47-2071.00|Over 1 month, up to and including 3 months
47-2071.00|Over 1 year, up to and including 2 years
47-2071.00|Over 2 years, up to and including 4 years
47-2071.00|Over 8 years, up to and including 10 years
47-2072.00|None
47-2072.00|Over 1 month, up to and including 3 months
47-2072.00|Over 1 year, up to and including 2 years
47-2072.00|Over 2 years, up to and including 4 years
47-2072.00|Over 3 months, up to and including 6 months
47-2072.00|Over 4 years, up to and including 6 years
47-2073.00|Over 1 year, up to and including 2 years
47-2073.00|Over 2 years, up to and including 4 years
47-2073.00|Over 6 months, up to and including 1 year
47-2081.00|None
47-2081.00|Over 1 year, up to and including 2 years
47-2081.00|Over 2 years, up to and including 4 years
47-2081.00|Over 4 years, up to and including 6 years
47-2081.00|Over 6 years, up to and including 8 years
47-2081.00|Over 8 years, up to and including 10 years
47-2082.00|None
47-2082.00|Over 1 year, up to and including 2 years
47-2082.00|Over 2 years, up to and including 4 years
47-2082.00|Over 6 months, up to and including 1 year
47-2082.00|Up to and including 1 month
47-2111.00|None
47-2111.00|Over 2 years, up to and including 4 years
47-2111.00|Over 4 years, up to and including 6 years
47-2111.00|Over 6 months, up to and including 1 year
47-2121.00|None
47-2121.00|Over 1 month, up to and including 3 months
47-2121.00|Over 1 year, up to and including 2 years
47-2121.00|Over 2 years, up to and including 4 years
47-2121.00|Over 6 months, up to and including 1 year
47-2131.00|None
47-2131.00|Over 1 year, up to and including 2 years
47-2131.00|Over 3 months, up to and including 6 months
47-2131.00|Over 4 years, up to and including 6 years
47-2131.00|Over 6 months, up to and including 1 year
47-2131.00|Up to and including 1 month
47-2132.00|None
47-2132.00|Over 1 year, up to and including 2 years
47-2132.00|Over 2 years, up to and including 4 years
47-2132.00|Over 3 months, up to and including 6 months
47-2132.00|Over 6 months, up to and including 1 year
47-2141.00|None
47-2141.00|Over 1 month, up to and including 3 months
47-2141.00|Over 1 year, up to and including 2 years
47-2141.00|Over 10 years
47-2141.00|Over 2 years, up to and including 4 years
47-2141.00|Over 3 months, up to and including 6 months
47-2141.00|Over 6 months, up to and including 1 year
47-2142.00|None
47-2142.00|Over 1 year, up to and including 2 years
47-2142.00|Over 10 years
47-2142.00|Over 2 years, up to and including 4 years
47-2142.00|Over 3 months, up to and including 6 months
47-2142.00|Over 4 years, up to and including 6 years
47-2142.00|Over 6 months, up to and including 1 year
47-2151.00|None
47-2151.00|Over 1 year, up to and including 2 years
47-2151.00|Over 3 months, up to and including 6 months
47-2151.00|Over 4 years, up to and including 6 years
47-2151.00|Over 6 months, up to and including 1 year
47-2151.00|Over 6 years, up to and including 8 years
47-2151.00|Up to and including 1 month
47-2152.00|None
47-2152.00|Over 10 years
47-2152.00|Over 4 years, up to and including 6 years
47-2152.00|Over 6 months, up to and including 1 year
47-2152.04|None
47-2152.04|Over 1 year, up to and including 2 years
47-2152.04|Over 2 years, up to and including 4 years
47-2152.04|Over 3 months, up to and including 6 months
47-2152.04|Over 4 years, up to and including 6 years
47-2152.04|Over 6 months, up to and including 1 year
47-2161.00|None
47-2161.00|Over 1 month, up to and including 3 months
47-2161.00|Over 1 year, up to and including 2 years
47-2161.00|Over 4 years, up to and including 6 years
47-2161.00|Over 6 months, up to and including 1 year
47-2161.00|Over 6 years, up to and including 8 years
47-2171.00|None
47-2171.00|Over 1 month, up to and including 3 months
47-2171.00|Over 1 year, up to and including 2 years
47-2171.00|Over 10 years
47-2171.00|Over 4 years, up to and including 6 years
47-2171.00|Up to and including 1 month
47-2181.00|None
47-2181.00|Over 1 year, up to and including 2 years
47-2181.00|Over 10 years
47-2181.00|Over 2 years, up to and including 4 years
47-2181.00|Over 4 years, up to and including 6 years
47-2181.00|Over 6 months, up to and including 1 year
47-2211.00|None
47-2211.00|Over 1 year, up to and including 2 years
47-2211.00|Over 2 years, up to and including 4 years
47-2211.00|Over 4 years, up to and including 6 years
47-2211.00|Over 6 months, up to and including 1 year
47-2211.00|Over 8 years, up to and including 10 years
47-2221.00|None
47-2221.00|Over 1 month, up to and including 3 months
47-2221.00|Over 1 year, up to and including 2 years
47-2221.00|Over 2 years, up to and including 4 years
47-2221.00|Over 6 months, up to and including 1 year
47-2221.00|Up to and including 1 month
47-2231.00|None
47-2231.00|Over 1 year, up to and including 2 years
47-2231.00|Over 3 months, up to and including 6 months
47-2231.00|Over 6 months, up to and including 1 year
47-2231.00|Up to and including 1 month
47-3011.00|None
47-3011.00|Over 10 years
47-3011.00|Over 2 years, up to and including 4 years
47-3011.00|Over 3 months, up to and including 6 months
47-3011.00|Up to and including 1 month
47-3012.00|None
47-3012.00|Over 1 month, up to and including 3 months
47-3012.00|Over 3 months, up to and including 6 months
47-3012.00|Over 6 months, up to and including 1 year
47-3012.00|Up to and including 1 month
47-3013.00|None
47-3013.00|Over 1 year, up to and including 2 years
47-3013.00|Over 2 years, up to and including 4 years
47-3013.00|Over 6 months, up to and including 1 year
47-3014.00|None
47-3014.00|Over 1 year, up to and including 2 years
47-3014.00|Over 2 years, up to and including 4 years
47-3014.00|Over 3 months, up to and including 6 months
47-3014.00|Over 6 months, up to and including 1 year
47-3015.00|Over 1 year, up to and including 2 years
47-3015.00|Over 3 months, up to and including 6 months
47-3015.00|Over 6 months, up to and including 1 year
47-3016.00|None
47-3016.00|Over 1 year, up to and including 2 years
47-3016.00|Over 2 years, up to and including 4 years
47-3016.00|Over 3 months, up to and including 6 months
47-3016.00|Up to and including 1 month
47-4021.00|None
47-4021.00|Over 1 year, up to and including 2 years
47-4021.00|Over 10 years
47-4021.00|Over 2 years, up to and including 4 years
47-4021.00|Over 4 years, up to and including 6 years
47-4031.00|None
47-4031.00|Over 1 year, up to and including 2 years
47-4031.00|Over 2 years, up to and including 4 years
47-4031.00|Over 3 months, up to and including 6 months
47-4041.00|None
47-4041.00|Over 1 month, up to and including 3 months
47-4041.00|Over 1 year, up to and including 2 years
47-4041.00|Over 2 years, up to and including 4 years
47-4041.00|Over 6 months, up to and including 1 year
47-4051.00|None
47-4051.00|Over 1 year, up to and including 2 years
47-4051.00|Over 2 years, up to and including 4 years
47-4051.00|Over 6 months, up to and including 1 year
47-4061.00|None
47-4061.00|Over 1 month, up to and including 3 months
47-4061.00|Over 2 years, up to and including 4 years
47-4061.00|Over 4 years, up to and including 6 years
47-4061.00|Over 6 months, up to and including 1 year
47-4071.00|None
47-4071.00|Over 1 month, up to and including 3 months
47-4071.00|Over 1 year, up to and including 2 years
47-4071.00|Over 2 years, up to and including 4 years
47-4071.00|Over 3 months, up to and including 6 months
47-4071.00|Up to and including 1 month
47-4091.00|None
47-4091.00|Over 1 year, up to and including 2 years
47-4091.00|Over 2 years, up to and including 4 years
47-4091.00|Over 6 months, up to and including 1 year
47-5011.00|None
47-5011.00|Over 1 year, up to and including 2 years
47-5011.00|Over 2 years, up to and including 4 years
47-5012.00|None
47-5012.00|Over 10 years
47-5012.00|Over 2 years, up to and including 4 years
47-5012.00|Over 3 months, up to and including 6 months
47-5012.00|Over 8 years, up to and including 10 years
47-5013.00|None
47-5013.00|Over 1 month, up to and including 3 months
47-5013.00|Over 1 year, up to and including 2 years
47-5013.00|Over 2 years, up to and including 4 years
47-5013.00|Over 4 years, up to and including 6 years
47-5013.00|Over 6 months, up to and including 1 year
47-5013.00|Up to and including 1 month
47-5022.00|None
47-5022.00|Over 1 month, up to and including 3 months
47-5022.00|Over 1 year, up to and including 2 years
47-5022.00|Over 2 years, up to and including 4 years
47-5022.00|Over 6 months, up to and including 1 year
47-5022.00|Up to and including 1 month
47-5023.00|None
47-5023.00|Over 1 month, up to and including 3 months
47-5023.00|Over 1 year, up to and including 2 years
47-5023.00|Over 2 years, up to and including 4 years
47-5023.00|Over 4 years, up to and including 6 years
47-5041.00|None
47-5041.00|Over 1 month, up to and including 3 months
47-5041.00|Over 1 year, up to and including 2 years
47-5041.00|Over 2 years, up to and including 4 years
47-5041.00|Over 3 months, up to and including 6 months
47-5041.00|Over 6 months, up to and including 1 year
47-5043.00|None
47-5043.00|Over 1 month, up to and including 3 months
47-5043.00|Over 3 months, up to and including 6 months
47-5043.00|Over 6 months, up to and including 1 year
47-5044.00|None
47-5044.00|Over 1 year, up to and including 2 years
47-5044.00|Over 2 years, up to and including 4 years
47-5044.00|Over 3 months, up to and including 6 months
47-5044.00|Over 6 months, up to and including 1 year
47-5044.00|Up to and including 1 month
47-5051.00|None
47-5051.00|Over 1 month, up to and including 3 months
47-5051.00|Over 1 year, up to and including 2 years
47-5051.00|Over 3 months, up to and including 6 months
47-5051.00|Over 6 months, up to and including 1 year
47-5051.00|Up to and including 1 month
47-5071.00|None
47-5071.00|Over 1 year, up to and including 2 years
47-5071.00|Over 6 months, up to and including 1 year
47-5071.00|Up to and including 1 month
47-5081.00|None
47-5081.00|Over 1 year, up to and including 2 years
47-5081.00|Over 3 months, up to and including 6 months
49-1011.00|None
49-1011.00|Over 1 year, up to and including 2 years
49-1011.00|Over 10 years
49-1011.00|Over 2 years, up to and including 4 years
49-1011.00|Over 3 months, up to and including 6 months
49-1011.00|Over 6 months, up to and including 1 year
49-1011.00|Over 6 years, up to and including 8 years
49-2011.00|Over 1 year, up to and including 2 years
49-2011.00|Over 2 years, up to and including 4 years
49-2011.00|Over 3 months, up to and including 6 months
49-2011.00|Over 6 months, up to and including 1 year
49-2021.00|None
49-2021.00|Over 1 year, up to and including 2 years
49-2021.00|Over 2 years, up to and including 4 years
49-2021.00|Over 4 years, up to and including 6 years
49-2021.00|Over 6 months, up to and including 1 year
49-2021.00|Over 6 years, up to and including 8 years
49-2021.00|Up to and including 1 month
49-2022.00|Over 1 year, up to and including 2 years
49-2022.00|Over 10 years
49-2022.00|Over 2 years, up to and including 4 years
49-2091.00|None
49-2091.00|Over 1 year, up to and including 2 years
49-2091.00|Over 2 years, up to and including 4 years
49-2091.00|Over 4 years, up to and including 6 years
49-2091.00|Over 6 months, up to and including 1 year
49-2092.00|None
49-2092.00|Over 1 month, up to and including 3 months
49-2092.00|Over 1 year, up to and including 2 years
49-2092.00|Over 2 years, up to and including 4 years
49-2093.00|None
49-2093.00|Over 1 year, up to and including 2 years
49-2093.00|Over 10 years
49-2093.00|Over 2 years, up to and including 4 years
49-2093.00|Over 3 months, up to and including 6 months
49-2093.00|Over 4 years, up to and including 6 years
49-2093.00|Over 6 months, up to and including 1 year
49-2094.00|Over 1 month, up to and including 3 months
49-2094.00|Over 2 years, up to and including 4 years
49-2094.00|Over 4 years, up to and including 6 years
49-2095.00|None
49-2095.00|Over 1 year, up to and including 2 years
49-2095.00|Over 2 years, up to and including 4 years
49-2095.00|Over 4 years, up to and including 6 years
49-2095.00|Over 6 years, up to and including 8 years
49-2096.00|Over 1 year, up to and including 2 years
49-2096.00|Over 2 years, up to and including 4 years
49-2096.00|Over 4 years, up to and including 6 years
49-2096.00|Over 6 months, up to and including 1 year
49-2097.00|None
49-2097.00|Over 1 year, up to and including 2 years
49-2097.00|Over 10 years
49-2097.00|Over 2 years, up to and including 4 years
49-2097.00|Over 3 months, up to and including 6 months
49-2097.00|Over 6 months, up to and including 1 year
49-2098.00|Over 1 year, up to and including 2 years
49-2098.00|Over 6 months, up to and including 1 year
49-3011.00|None
49-3011.00|Over 1 year, up to and including 2 years
49-3011.00|Over 2 years, up to and including 4 years
49-3011.00|Over 4 years, up to and including 6 years
49-3011.00|Over 6 months, up to and including 1 year
49-3021.00|None
49-3021.00|Over 2 years, up to and including 4 years
49-3021.00|Over 4 years, up to and including 6 years
49-3021.00|Over 6 months, up to and including 1 year
49-3021.00|Up to and including 1 month
49-3022.00|Over 1 year, up to and including 2 years
49-3022.00|Over 4 years, up to and including 6 years
49-3022.00|Over 6 months, up to and including 1 year
49-3022.00|Over 6 years, up to and including 8 years
49-3023.00|Over 1 year, up to and including 2 years
49-3023.00|Over 2 years, up to and including 4 years
49-3023.00|Over 6 months, up to and including 1 year
49-3023.00|Over 6 years, up to and including 8 years
49-3023.00|Over 8 years, up to and including 10 years
49-3031.00|Over 1 year, up to and including 2 years
49-3031.00|Over 2 years, up to and including 4 years
49-3031.00|Over 4 years, up to and including 6 years
49-3031.00|Over 6 months, up to and including 1 year
49-3031.00|Over 6 years, up to and including 8 years
49-3041.00|Over 1 month, up to and including 3 months
49-3041.00|Over 1 year, up to and including 2 years
49-3041.00|Over 2 years, up to and including 4 years
49-3041.00|Over 6 months, up to and including 1 year
49-3042.00|None
49-3042.00|Over 1 year, up to and including 2 years
49-3042.00|Over 10 years
49-3042.00|Over 2 years, up to and including 4 years
49-3042.00|Over 6 years, up to and including 8 years
49-3043.00|None
49-3043.00|Over 1 month, up to and including 3 months
49-3043.00|Over 1 year, up to and including 2 years
49-3043.00|Over 2 years, up to and including 4 years
49-3043.00|Over 6 months, up to and including 1 year
49-3051.00|None
49-3051.00|Over 1 year, up to and including 2 years
49-3051.00|Over 2 years, up to and including 4 years
49-3051.00|Over 4 years, up to and including 6 years
49-3051.00|Over 6 months, up to and including 1 year
49-3052.00|Over 1 month, up to and including 3 months
49-3052.00|Over 1 year, up to and including 2 years
49-3052.00|Over 2 years, up to and including 4 years
49-3052.00|Over 4 years, up to and including 6 years
49-3053.00|Over 1 month, up to and including 3 months
49-3053.00|Over 1 year, up to and including 2 years
49-3053.00|Over 2 years, up to and including 4 years
49-3053.00|Over 6 months, up to and including 1 year
49-3091.00|Over 1 year, up to and including 2 years
49-3091.00|Over 2 years, up to and including 4 years
49-3091.00|Over 6 months, up to and including 1 year
49-3091.00|Up to and including 1 month
49-3092.00|Over 1 year, up to and including 2 years
49-3092.00|Over 2 years, up to and including 4 years
49-3092.00|Over 6 months, up to and including 1 year
49-3093.00|None
49-3093.00|Over 1 month, up to and including 3 months
49-3093.00|Over 1 year, up to and including 2 years
49-3093.00|Over 2 years, up to and including 4 years
49-3093.00|Over 6 months, up to and including 1 year
49-3093.00|Up to and including 1 month
49-9011.00|Over 1 year, up to and including 2 years
49-9011.00|Over 6 months, up to and including 1 year
49-9011.00|Over 6 years, up to and including 8 years
49-9012.00|None
49-9012.00|Over 1 year, up to and including 2 years
49-9012.00|Over 2 years, up to and including 4 years
49-9012.00|Over 4 years, up to and including 6 years
49-9012.00|Over 6 months, up to and including 1 year
49-9012.00|Over 6 years, up to and including 8 years
49-9021.00|None
49-9021.00|Over 1 year, up to and including 2 years
49-9021.00|Over 10 years
49-9021.00|Over 2 years, up to and including 4 years
49-9021.00|Over 4 years, up to and including 6 years
49-9021.00|Over 6 months, up to and including 1 year
49-9031.00|None
49-9031.00|Over 1 month, up to and including 3 months
49-9031.00|Over 1 year, up to and including 2 years
49-9031.00|Over 2 years, up to and including 4 years
49-9031.00|Over 6 months, up to and including 1 year
49-9041.00|Over 1 month, up to and including 3 months
49-9041.00|Over 1 year, up to and including 2 years
49-9041.00|Over 2 years, up to and including 4 years
49-9041.00|Over 4 years, up to and including 6 years
49-9041.00|Over 6 months, up to and including 1 year
49-9041.00|Over 6 years, up to and including 8 years
49-9043.00|Over 1 month, up to and including 3 months
49-9043.00|Over 1 year, up to and including 2 years
49-9043.00|Over 10 years
49-9043.00|Over 2 years, up to and including 4 years
49-9043.00|Over 6 months, up to and including 1 year
49-9043.00|Over 6 years, up to and including 8 years
49-9045.00|None
49-9045.00|Over 1 month, up to and including 3 months
49-9045.00|Over 3 months, up to and including 6 months
49-9045.00|Over 6 months, up to and including 1 year
49-9045.00|Up to and including 1 month
49-9051.00|None
49-9051.00|Over 1 year, up to and including 2 years
49-9051.00|Over 10 years
49-9051.00|Over 3 months, up to and including 6 months
49-9051.00|Over 4 years, up to and including 6 years
49-9051.00|Over 6 months, up to and including 1 year
49-9052.00|None
49-9052.00|Over 1 year, up to and including 2 years
49-9052.00|Over 10 years
49-9052.00|Over 2 years, up to and including 4 years
49-9052.00|Over 3 months, up to and including 6 months
49-9052.00|Over 4 years, up to and including 6 years
49-9052.00|Over 6 months, up to and including 1 year
49-9061.00|None
49-9061.00|Over 1 year, up to and including 2 years
49-9061.00|Over 2 years, up to and including 4 years
49-9061.00|Over 4 years, up to and including 6 years
49-9061.00|Over 6 months, up to and including 1 year
49-9061.00|Up to and including 1 month
49-9062.00|Over 1 year, up to and including 2 years
49-9062.00|Over 4 years, up to and including 6 years
49-9062.00|Over 6 months, up to and including 1 year
49-9064.00|Over 1 year, up to and including 2 years
49-9064.00|Over 6 months, up to and including 1 year
49-9071.00|Over 1 year, up to and including 2 years
49-9071.00|Over 4 years, up to and including 6 years
49-9081.00|None
49-9081.00|Over 1 year, up to and including 2 years
49-9081.00|Over 6 months, up to and including 1 year
49-9081.00|Up to and including 1 month
49-9091.00|None
49-9091.00|Over 1 year, up to and including 2 years
49-9091.00|Over 6 years, up to and including 8 years
49-9091.00|Up to and including 1 month
49-9092.00|None
49-9092.00|Over 1 year, up to and including 2 years
49-9092.00|Over 2 years, up to and including 4 years
49-9092.00|Over 6 months, up to and including 1 year
49-9092.00|Over 6 years, up to and including 8 years
49-9092.00|Up to and including 1 month
49-9095.00|None
49-9095.00|Over 1 year, up to and including 2 years
49-9095.00|Over 6 months, up to and including 1 year
49-9096.00|None
49-9096.00|Over 1 year, up to and including 2 years
49-9096.00|Over 2 years, up to and including 4 years
49-9096.00|Over 3 months, up to and including 6 months
49-9096.00|Over 4 years, up to and including 6 years
49-9097.00|Over 1 month, up to and including 3 months
49-9097.00|Over 1 year, up to and including 2 years
49-9097.00|Over 2 years, up to and including 4 years
49-9097.00|Over 3 months, up to and including 6 months
49-9097.00|Over 6 months, up to and including 1 year
49-9098.00|None
49-9098.00|Over 1 year, up to and including 2 years
49-9098.00|Over 2 years, up to and including 4 years
49-9099.01|None
49-9099.01|Over 1 year, up to and including 2 years
49-9099.01|Over 2 years, up to and including 4 years
49-9099.01|Over 4 years, up to and including 6 years
49-9099.01|Up to and including 1 month
51-1011.00|None
51-1011.00|Over 1 month, up to and including 3 months
51-1011.00|Over 1 year, up to and including 2 years
51-1011.00|Over 10 years
51-1011.00|Over 2 years, up to and including 4 years
51-1011.00|Over 3 months, up to and including 6 months
51-2011.00|None
51-2011.00|Over 1 year, up to and including 2 years
51-2011.00|Over 2 years, up to and including 4 years
51-2011.00|Over 6 months, up to and including 1 year
51-2011.00|Over 6 years, up to and including 8 years
51-2022.00|None
51-2022.00|Over 1 year, up to and including 2 years
51-2022.00|Over 3 months, up to and including 6 months
51-2023.00|Over 1 month, up to and including 3 months
51-2023.00|Over 1 year, up to and including 2 years
51-2023.00|Over 2 years, up to and including 4 years
51-2023.00|Over 3 months, up to and including 6 months
51-2023.00|Over 6 months, up to and including 1 year
51-2023.00|Up to and including 1 month
51-2031.00|None
51-2031.00|Over 1 month, up to and including 3 months
51-2031.00|Over 1 year, up to and including 2 years
51-2031.00|Over 10 years
51-2031.00|Over 6 months, up to and including 1 year
51-2031.00|Over 8 years, up to and including 10 years
51-2031.00|Up to and including 1 month
51-2041.00|Over 1 month, up to and including 3 months
51-2041.00|Over 2 years, up to and including 4 years
51-2041.00|Over 4 years, up to and including 6 years
51-2051.00|None
51-2051.00|Over 1 year, up to and including 2 years
51-2051.00|Over 3 months, up to and including 6 months
51-2061.00|None
51-2061.00|Over 1 month, up to and including 3 months
51-2061.00|Over 2 years, up to and including 4 years
51-2061.00|Over 6 months, up to and including 1 year
51-2092.00|None
51-2092.00|Over 1 year, up to and including 2 years
51-2092.00|Over 2 years, up to and including 4 years
51-2092.00|Over 3 months, up to and including 6 months
51-2092.00|Over 4 years, up to and including 6 years
51-2092.00|Over 6 months, up to and including 1 year
51-2092.00|Up to and including 1 month
51-3011.00|None
51-3011.00|Over 1 month, up to and including 3 months
51-3011.00|Over 1 year, up to and including 2 years
51-3011.00|Over 2 years, up to and including 4 years
51-3011.00|Over 3 months, up to and including 6 months
51-3011.00|Over 6 months, up to and including 1 year
51-3011.00|Up to and including 1 month
51-3021.00|None
51-3021.00|Over 1 month, up to and including 3 months
51-3021.00|Over 1 year, up to and including 2 years
51-3021.00|Over 2 years, up to and including 4 years
51-3021.00|Over 6 months, up to and including 1 year
51-3021.00|Up to and including 1 month
51-3022.00|None
51-3022.00|Over 6 months, up to and including 1 year
51-3023.00|None
51-3023.00|Over 1 year, up to and including 2 years
51-3023.00|Over 2 years, up to and including 4 years
51-3023.00|Over 6 months, up to and including 1 year
51-3023.00|Up to and including 1 month
51-3091.00|None
51-3091.00|Over 1 year, up to and including 2 years
51-3091.00|Over 3 months, up to and including 6 months
51-3091.00|Over 4 years, up to and including 6 years
51-3092.00|None
51-3092.00|Over 1 year, up to and including 2 years
51-3092.00|Over 3 months, up to and including 6 months
51-3092.00|Over 6 months, up to and including 1 year
51-3092.00|Up to and including 1 month
51-3093.00|None
51-3093.00|Over 1 month, up to and including 3 months
51-3093.00|Over 3 months, up to and including 6 months
51-3093.00|Over 4 years, up to and including 6 years
51-3093.00|Up to and including 1 month
51-4021.00|None
51-4021.00|Over 1 year, up to and including 2 years
51-4021.00|Over 3 months, up to and including 6 months
51-4021.00|Over 6 months, up to and including 1 year
51-4022.00|None
51-4022.00|Over 1 year, up to and including 2 years
51-4022.00|Over 2 years, up to and including 4 years
51-4022.00|Over 3 months, up to and including 6 months
51-4022.00|Over 4 years, up to and including 6 years
51-4022.00|Over 6 months, up to and including 1 year
51-4022.00|Up to and including 1 month
51-4023.00|None
51-4023.00|Over 1 month, up to and including 3 months
51-4023.00|Over 1 year, up to and including 2 years
51-4023.00|Over 2 years, up to and including 4 years
51-4023.00|Over 6 months, up to and including 1 year
51-4023.00|Up to and including 1 month
51-4031.00|None
51-4031.00|Over 1 month, up to and including 3 months
51-4031.00|Over 1 year, up to and including 2 years
51-4031.00|Over 2 years, up to and including 4 years
51-4031.00|Over 4 years, up to and including 6 years
51-4031.00|Over 6 months, up to and including 1 year
51-4032.00|Over 10 years
51-4032.00|Over 2 years, up to and including 4 years
51-4032.00|Over 4 years, up to and including 6 years
51-4032.00|Over 6 months, up to and including 1 year
51-4032.00|Up to and including 1 month
51-4033.00|None
51-4033.00|Over 1 year, up to and including 2 years
51-4033.00|Over 2 years, up to and including 4 years
51-4033.00|Over 3 months, up to and including 6 months
51-4033.00|Over 4 years, up to and including 6 years
51-4033.00|Over 6 months, up to and including 1 year
51-4033.00|Up to and including 1 month
51-4034.00|None
51-4034.00|Over 1 month, up to and including 3 months
51-4034.00|Over 1 year, up to and including 2 years
51-4034.00|Over 2 years, up to and including 4 years
51-4034.00|Over 4 years, up to and including 6 years
51-4034.00|Up to and including 1 month
51-4035.00|Over 1 month, up to and including 3 months
51-4035.00|Over 1 year, up to and including 2 years
51-4035.00|Over 3 months, up to and including 6 months
51-4035.00|Over 6 months, up to and including 1 year
51-4041.00|None
51-4041.00|Over 1 year, up to and including 2 years
51-4041.00|Over 10 years
51-4041.00|Over 2 years, up to and including 4 years
51-4041.00|Over 3 months, up to and including 6 months
51-4041.00|Over 4 years, up to and including 6 years
51-4051.00|None
51-4051.00|Over 10 years
51-4051.00|Over 3 months, up to and including 6 months
51-4051.00|Over 6 months, up to and including 1 year
51-4051.00|Up to and including 1 month
51-4052.00|None
51-4052.00|Over 1 month, up to and including 3 months
51-4052.00|Over 2 years, up to and including 4 years
51-4052.00|Over 3 months, up to and including 6 months
51-4052.00|Over 6 months, up to and including 1 year
51-4052.00|Up to and including 1 month
51-4061.00|Over 2 years, up to and including 4 years
51-4061.00|Over 4 years, up to and including 6 years
51-4062.00|None
51-4062.00|Over 1 month, up to and including 3 months
51-4062.00|Over 1 year, up to and including 2 years
51-4062.00|Over 2 years, up to and including 4 years
51-4062.00|Over 3 months, up to and including 6 months
51-4062.00|Up to and including 1 month
51-4071.00|None
51-4071.00|Over 1 month, up to and including 3 months
51-4071.00|Over 1 year, up to and including 2 years
51-4071.00|Over 2 years, up to and including 4 years
51-4071.00|Over 6 months, up to and including 1 year
51-4072.00|None
51-4072.00|Over 1 month, up to and including 3 months
51-4072.00|Over 1 year, up to and including 2 years
51-4072.00|Over 2 years, up to and including 4 years
51-4072.00|Over 3 months, up to and including 6 months
51-4072.00|Over 4 years, up to and including 6 years
51-4072.00|Over 6 months, up to and including 1 year
51-4081.00|None
51-4081.00|Over 1 year, up to and including 2 years
51-4081.00|Over 2 years, up to and including 4 years
51-4081.00|Over 3 months, up to and including 6 months
51-4081.00|Over 4 years, up to and including 6 years
51-4081.00|Over 6 months, up to and including 1 year
51-4111.00|None
51-4111.00|Over 1 year, up to and including 2 years
51-4111.00|Over 10 years
51-4111.00|Over 4 years, up to and including 6 years
51-4111.00|Over 6 months, up to and including 1 year
51-4111.00|Over 6 years, up to and including 8 years
51-4121.00|None
51-4121.00|Over 1 month, up to and including 3 months
51-4121.00|Over 1 year, up to and including 2 years
51-4121.00|Over 2 years, up to and including 4 years
51-4121.00|Over 6 months, up to and including 1 year
51-4121.00|Up to and including 1 month
51-4122.00|None
51-4122.00|Over 1 year, up to and including 2 years
51-4122.00|Over 3 months, up to and including 6 months
51-4122.00|Over 6 months, up to and including 1 year
51-4191.00|None
51-4191.00|Over 3 months, up to and including 6 months
51-4191.00|Over 6 months, up to and including 1 year
51-4192.00|None
51-4192.00|Over 1 year, up to and including 2 years
51-4192.00|Over 2 years, up to and including 4 years
51-4192.00|Over 4 years, up to and including 6 years
51-4192.00|Over 6 months, up to and including 1 year
51-4193.00|Over 1 year, up to and including 2 years
51-4193.00|Over 3 months, up to and including 6 months
51-4193.00|Over 4 years, up to and including 6 years
51-4193.00|Over 6 months, up to and including 1 year
51-4193.00|Up to and including 1 month
51-4194.00|None
51-4194.00|Over 1 month, up to and including 3 months
51-4194.00|Over 1 year, up to and including 2 years
51-4194.00|Over 2 years, up to and including 4 years
51-4194.00|Over 3 months, up to and including 6 months
51-4194.00|Over 4 years, up to and including 6 years
51-4194.00|Up to and including 1 month
51-5111.00|Over 1 year, up to and including 2 years
51-5111.00|Over 2 years, up to and including 4 years
51-5111.00|Over 4 years, up to and including 6 years
51-5111.00|Over 6 months, up to and including 1 year
51-5112.00|None
51-5112.00|Over 2 years, up to and including 4 years
51-5112.00|Over 4 years, up to and including 6 years
51-5113.00|None
51-5113.00|Over 1 year, up to and including 2 years
51-5113.00|Over 2 years, up to and including 4 years
51-5113.00|Over 6 months, up to and including 1 year
51-6011.00|None
51-6011.00|Over 1 month, up to and including 3 months
51-6011.00|Over 3 months, up to and including 6 months
51-6011.00|Over 6 months, up to and including 1 year
51-6011.00|Up to and including 1 month
51-6021.00|None
